scanned_at,title,url,sku,category,availability,price,price_regular,seller,special_offers
2022-01-04T15:33:45.394173,Сережки Серце в серці біло-червоне,https://allo.ua/ua/serebrjanye-ser-gi/ser-gi-serdce-v-serdce-belo-krasnoe.html,3760-0643,"Інтернет магазин,Срібні сережки,Срібні сережки UMa&UMi",False,,,MaMi,
2022-01-04T15:33:52.814960,"Женские наручные часы Geneva 2, Розовый",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-geneva-2-rozovyj_2.html,1460221932-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,150,350,KEPA,
2022-01-04T15:34:00.883727,"Женские наручные часы Womage, Коричневый",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-womage-korichnevyj_5.html,1460221950-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:34:08.899263,"Силиконовые наручные часы, Синий, Унисекс",https://allo.ua/ru/naruchnye-chasy/silikonovye-naruchnye-chasy-sinij-uniseks_2.html,1460221924-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,150,350,KEPA,
2022-01-04T15:34:16.446794,Женские наручные часы Womage Голубой,https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-womage-goluboj_4.html,1460221818-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:34:22.847374,Сережки Котик білий,https://allo.ua/ua/serebrjanye-ser-gi/ser-gi-kotik-belyj.html,3795-0643,"Інтернет магазин,Срібні сережки,Срібні сережки UMa&UMi",False,,,MaMi,
2022-01-04T15:34:29.498709,Сережки Троянда рожева,https://allo.ua/ua/serebrjanye-ser-gi/ser-gi-roza-rozovaja.html,3754-0643,"Інтернет магазин,Срібні сережки,Срібні сережки UMa&UMi",False,,,MaMi,
2022-01-04T15:34:35.779248,Сережки Серце мале,https://allo.ua/ua/serebrjanye-ser-gi/ser-gi-serdce-maloe.html,3710-0643,"Інтернет магазин,Срібні сережки,Срібні сережки UMa&UMi",False,,,MaMi,
2022-01-04T15:34:43.522490,"Наручные часы 2 1, Черный, Унисекс",https://allo.ua/ru/naruchnye-chasy/naruchnye-chasy-2-1-chernyj-uniseks_2.html,1460222952-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:34:51.122694,"Женские наручные часы Womage 1, Синий",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-womage-1-sinij_2.html,1460222965-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:34:59.462387,"Женские наручные часы 1, Синий",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-1-sinij_2.html,1460222959-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:35:05.756871,Сережки Серце велике,https://allo.ua/ua/serebrjanye-ser-gi/ser-gi-serdce-bol-shoe.html,3708-0643,"Інтернет магазин,Срібні сережки,Срібні сережки UMa&UMi",False,,,MaMi,
2022-01-04T15:35:12.105726,Сережки Корона мала,https://allo.ua/ua/serebrjanye-ser-gi/ser-gi-korona-dolzhna.html,3706-0643,"Інтернет магазин,Срібні сережки,Срібні сережки UMa&UMi",False,,,MaMi,
2022-01-04T15:35:19.657737,"Женские наручные часы, Синий",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-sinij_2.html,1460221934-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:35:27.883750,"Женские наручные часы Geneva, Фиолетовый",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-geneva-fioletovyj_2.html,1460221927-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,150,350,KEPA,
2022-01-04T15:35:35.891860,"Женские наручные часы Womage, Желтый",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-womage-zheltyj_1.html,713722129-2054,"Интернет магазин,Наручные часы,Наручные часы Womage",True,190,390,KEPA,
2022-01-04T15:35:42.315253,Сережки Корона велика,https://allo.ua/ua/serebrjanye-ser-gi/ser-gi-korona-bol-shaja.html,3704-0643,"Інтернет магазин,Срібні сережки,Срібні сережки UMa&UMi",False,,,MaMi,
2022-01-04T15:35:48.717206,Сережки Камiнчик великий,https://allo.ua/ua/serebrjanye-ser-gi/ser-gi-kameshek-bol-shoj.html,3700-0643,"Інтернет магазин,Срібні сережки,Срібні сережки UMa&UMi",False,,,MaMi,
2022-01-04T15:35:55.205706,Сережки Камiнчик малий,https://allo.ua/ua/serebrjanye-ser-gi/ser-gi-kameshek-malyj.html,3702-0643,"Інтернет магазин,Срібні сережки,Срібні сережки UMa&UMi",False,,,MaMi,
2022-01-04T15:36:01.590718,Сережки Зірка мала,https://allo.ua/ua/serebrjanye-ser-gi/ser-gi-zvezda-imela.html,3698-0643,"Інтернет магазин,Срібні сережки,Срібні сережки UMa&UMi",False,,,MaMi,
2022-01-04T15:36:10.124140,"Женские наручные часы Womage, Красный",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-womage-krasnyj_1.html,713720284-2054,"Интернет магазин,Наручные часы,Наручные часы Womage",True,190,390,KEPA,
2022-01-04T15:36:17.691924,"Женские наручные часы Geneva 2, Желтый",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-geneva-2-zheltyj.html,713652146-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,150,350,KEPA,
2022-01-04T15:36:25.301221,"Силиконовые наручные часы Geneva, Салатовый 1, Унисекс",https://allo.ua/ru/naruchnye-chasy/silikonovye-naruchnye-chasy-geneva-salatovyj-1-uniseks.html,872190052-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,150,350,KEPA,
2022-01-04T15:36:31.740270,Сережки Зірка велика,https://allo.ua/ua/serebrjanye-ser-gi/ser-gi-zvezda-bol-shaja.html,3696-0643,"Інтернет магазин,Срібні сережки,Срібні сережки UMa&UMi",False,,,MaMi,
2022-01-04T15:36:37.985743,Сережки Серце мале з рухомою вставкою Рожевий,https://allo.ua/ua/serebrjanye-ser-gi/ser-gi-serdce-maloe-s-podvizhnoj-vstavkoj-rozovyj.html,3606-0643,"Інтернет магазин,Срібні сережки,Срібні сережки UMa&UMi",False,,,MaMi,
2022-01-04T15:36:46.212333,"Силиконовые наручные часы Geneva, Оранжевый, Унисекс",https://allo.ua/ru/naruchnye-chasy/silikonovye-naruchnye-chasy-geneva-oranzhevyj-uniseks.html,713713007-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,150,350,KEPA,
2022-01-04T15:36:53.932659,"Женские наручные часы Geneva, Синий",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-geneva-sinij.html,713631540-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,150,350,KEPA,
2022-01-04T15:37:01.881695,Сережки Серце велике з рухомою вставкою Рожевий,https://allo.ua/ua/serebrjanye-ser-gi/ser-gi-serdce-bol-shoe-s-podvizhnoj-vstavkoj-rozovyj.html,3604-0643,"Інтернет магазин,Срібні сережки,Срібні сережки UMa&UMi",False,,,MaMi,
2022-01-04T15:37:08.795823,Пилосос для видалення пилового кліща Mijia Mite Eliminator,https://allo.ua/ua/products/pylesosy/pylesos-dlja-udalenija-pylevogo-klescha-mijia-mite-eliminator.html,848777,"Інтернет магазин,Пилососи,Пилососи Xiaomi",False,2499,,allo,
2022-01-04T15:37:17.192988,"Женские наручные часы треугольные 1, Черный",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-treugol-nye-1-chernyj.html,872132827-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:37:24.231722,Електробритва Xiaomi MiJia shaver S500C Black,https://allo.ua/ua/elektrobritvy/mijia-s500c-shaver.html,644873,"Інтернет магазин,Електробритви,Електробритви Xiaomi",False,,,allo,
2022-01-04T15:37:30.635754,Вентилятор Jisulife mini portable fan F2B Dark Blue,https://allo.ua/ua/ventiljatory/jisulife-mini-portable-fan-fa20x-green.html,793499,"Інтернет магазин,Вентилятори,Вентилятори Xiaomi",False,,,allo,
2022-01-04T15:37:37.381710,Електробритва MiJia Portable shaver MSW201 Black,https://allo.ua/ua/elektrobritvy/mijia-portable-shaver-msw201-black.html,565490,"Інтернет магазин,Електробритви,Електробритви Xiaomi",False,1399,,allo,
2022-01-04T15:37:44.412719,Фен ShowSee Constant temperature green A5-G,https://allo.ua/ua/feny/xiaomi-showsee-constant-temperature-green-a5-g.html,662179,"Інтернет магазин,Фени,Фени Xiaomi",False,,,allo,
2022-01-04T15:37:51.365241,Вентилятор Jisulife mini portable fan F2B White,https://allo.ua/ua/ventiljatory/jisulife-mini-portable-fan-fa20x-white.html,793497,"Інтернет магазин,Вентилятори,Вентилятори Xiaomi",False,329,,allo,
2022-01-04T15:37:58.260247,Робот-пилосос Xiaomi Mi Robot Vacuum STYTJ02YM black,https://allo.ua/ua/roboty-pylesosy/xiaomi-mi-robot-vacuum-styj02ym-black.html,576024,"Інтернет магазин,Роботи-пилососи,Роботи-пилососи Xiaomi",False,9999,,allo,
2022-01-04T15:38:04.613165,Фен ShowSee Constant temperature red A5-G,https://allo.ua/ua/feny/xiaomi-showsee-constant-temperature-red-a5-g.html,662180,"Інтернет магазин,Фени,Фени Xiaomi",False,,,allo,
2022-01-04T15:38:11.470174,Вентилятор Sule rotating clip fan 4-leaf Green,https://allo.ua/ua/ventiljatory/sule-rotating-clip-fan-4-leaf-green.html,793502,"Інтернет магазин,Вентилятори,Вентилятори Xiaomi",False,,,allo,
2022-01-04T15:38:18.687723,Мультипіч  Silencare Smart Cloud Air Fryer SC-K505W,https://allo.ua/ua/mul-tipechi/silencare-smart-cloud-air-fryer-sc-k505w.html,705705,"Інтернет магазин,Мультипечі,Мультипечі Xiaomi",False,1999,,allo,
2022-01-04T15:38:23.311239,Xiaomi Mi 11 Lite 6/64GB Bubblegum Blue,https://allo.ua/ua/products/mobile/xiaomi-mi-11-lite-6-64gb-bubblegum-blue.html,769669,"Інтернет магазин,Смартфони і мобільні телефони,Смартфони і мобільні телефони Xiaomi",True,7499,8499,allo,"КЕШБЕК 5%,Акція,Кредит,Оплата частинами,кешбек"
2022-01-04T15:38:29.641815,Кулон Бджола жовта,https://allo.ua/ua/podveski-i-kulony/kulon-pchela-zheltaja.html,3490-0643,"Інтернет магазин,Підвіски і кулони,Підвіски і кулони UMa&UMi",False,,,MaMi,
2022-01-04T15:38:36.046710,Кулон Серце блакитне,https://allo.ua/ua/podveski-i-kulony/kulon-serdce-goluboe.html,3840-0643,"Інтернет магазин,Підвіски і кулони,Підвіски і кулони UMa&UMi",False,,,MaMi,
2022-01-04T15:38:42.410765,Кулон Котик чорний,https://allo.ua/ua/podveski-i-kulony/kulon-kotik-chernyj.html,3845-0643,"Інтернет магазин,Підвіски і кулони,Підвіски і кулони UMa&UMi",False,,,MaMi,
2022-01-04T15:38:48.812280,Кулон Котик кораловий,https://allo.ua/ua/podveski-i-kulony/kulon-kotik-korallovyj.html,3768-0643,"Інтернет магазин,Підвіски і кулони,Підвіски і кулони UMa&UMi",False,,,MaMi,
2022-01-04T15:38:55.132230,Кулон Мишка в кепці червоний,https://allo.ua/ua/podveski-i-kulony/kulon-mishka-v-kepke-krasnyj.html,3766-0643,"Інтернет магазин,Підвіски і кулони,Підвіски і кулони UMa&UMi",False,,,MaMi,
2022-01-04T15:39:02.720732,"Женские наручные часы Womage, Оранжевый",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-womage-oranzhevyj_1.html,713721603-2054,"Интернет магазин,Наручные часы,Наручные часы Womage",True,190,390,KEPA,
2022-01-04T15:39:10.166460,"Женские наручные часы Womage 1, Желтый",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-womage-1-zheltyj.html,872142882-2054,"Интернет магазин,Наручные часы,Наручные часы Womage",True,190,390,KEPA,
2022-01-04T15:39:18.300342,"Женские наручные часы Geneva, Фиолетовый",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-geneva-fioletovyj.html,713632892-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,150,350,KEPA,
2022-01-04T15:39:25.755701,"Женские наручные часы треугольные, Черный Черный",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-treugol-nye-chernyj-chernyj.html,507262847-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:39:33.264282,"Женские наручные часы 1, Синий",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-1-sinij.html,872135218-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:39:41.071230,"Женские наручные часы Womage, Синий",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-womage-sinij_4.html,1460221952-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:39:49.445130,"Наручные часы 13 и 14, Унисекс",https://allo.ua/ru/naruchnye-chasy/naruchnye-chasy-13-i-14-uniseks_2.html,1460221748-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:39:57.080712,"Наручные часы 2, Унисекс",https://allo.ua/ru/naruchnye-chasy/naruchnye-chasy-2-uniseks_5.html,1460222929-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:40:04.898930,"Силиконовые наручные часы, Желтый, Унисекс",https://allo.ua/ru/naruchnye-chasy/silikonovye-naruchnye-chasy-zheltyj-uniseks_2.html,1460221925-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,150,350,KEPA,
2022-01-04T15:40:11.288279,Електробритва SO White 3D Smart Shaver White ED1,https://allo.ua/ua/elektrobritvy/jelektrobritva-xiaomi-so-white-3d-smart-shaver-white-ed1.html,523256,"Інтернет магазин,Електробритви,Електробритви Xiaomi",False,,,allo,
2022-01-04T15:40:18.202223,Фен Soocas Anion hair dryer,https://allo.ua/ua/feny/soocas-anion-hair-dryer.html,662181,"Інтернет магазин,Фени,Фени Xiaomi",False,,,allo,
2022-01-04T15:40:24.940622,Блендер Xiaomi 17PIN Juice cup рожевий,https://allo.ua/ua/products/blendery/xiaomi-17pin-juice-cup-rozovyj.html,528955,"Інтернет магазин,Блендери,Блендери Xiaomi",False,228,,allo,
2022-01-04T15:40:31.583741,Зволожувач повітря Deerma F600,https://allo.ua/ua/uvlazhniteli-vozduha/deerma-f600.html,624516,"Інтернет магазин,Зволожувачі повітря,Зволожувачі повітря Xiaomi",False,,,allo,
2022-01-04T15:40:38.077753,Вентилятор SmartMi Standing Fan 2,https://allo.ua/ua/ventiljatory/smartmi-pedestal-fan-2.html,631370,"Інтернет магазин,Вентилятори,Вентилятори Xiaomi",False,,,allo,
2022-01-04T15:40:44.634207,Холодильник Viomi BCD-486WMSD,https://allo.ua/ua/holodilniki/viomi-internet-cross-four-doors-486l-bcd-486wmsd.html,570200,"Інтернет магазин,Холодильники,Холодильники Xiaomi",False,19999,,allo,
2022-01-04T15:40:51.392973,Блендер Pinlo YM-B05-02,https://allo.ua/ua/products/blendery/pinlo-ym-b05-02.html,703031,"Інтернет магазин,Блендери,Блендери Xiaomi",False,,,allo,
2022-01-04T15:40:57.996841,Прально-сушильна машина Viomi 10 kg (WD10S),https://allo.ua/ua/stiralnye-mashiny/viomi-10-kg-wd10s.html,570205,"Інтернет магазин,Пральні машини,Пральні машини Xiaomi",False,,,allo,
2022-01-04T15:41:04.537742,Зубна щітка Xiaomi Soocare X3 Black,https://allo.ua/ua/jelektricheskie-zubnye-schetki/xiaomi-soocare-x3-black.html,289887,"Інтернет магазин,Електричні зубні щітки,Електричні зубні щітки Xiaomi",False,,,allo,
2022-01-04T15:41:11.025734,Фен Zhibai Hair Dryer HL09,https://allo.ua/ua/feny/xiaomi-zhibai-hair-dryer-hl09.html,644882,"Інтернет магазин,Фени,Фени Xiaomi",False,,,allo,
2022-01-04T15:41:17.554754,Зволожувач повітря Deerma DEM-F327,https://allo.ua/ua/uvlazhniteli-vozduha/deerma-dem-f327.html,671971,"Інтернет магазин,Зволожувачі повітря,Зволожувачі повітря Xiaomi",False,,,allo,
2022-01-04T15:41:24.092897,Холодильник Viomi BCD-218WMD,https://allo.ua/ua/holodilniki/viomi-bcd-218wmd.html,703028,"Інтернет магазин,Холодильники,Холодильники Xiaomi",False,,,allo,
2022-01-04T15:41:30.874723,Електрочайник Viomi Multifunctional Health Kettle,https://allo.ua/ua/elektrochajniki/viomi-multifunctional-health-kettle.html,644883,"Інтернет магазин,Електрочайники,Електрочайники Xiaomi",False,1299,,allo,
2022-01-04T15:41:37.390852,Електрочайник Xiaomi Mijia Kettle,https://allo.ua/ua/elektrochajniki/xiaomi-mijia-kettle.html,268271,"Інтернет магазин,Електрочайники,Електрочайники Xiaomi",False,,,allo,
2022-01-04T15:41:44.425649,Зволожувач повітря Deerma DEM-F323,https://allo.ua/ua/uvlazhniteli-vozduha/deerma-dem-f323.html,671972,"Інтернет магазин,Зволожувачі повітря,Зволожувачі повітря Xiaomi",False,,,allo,
2022-01-04T15:41:51.029789,Холодильник Viomi BCD-483WMSD,https://allo.ua/ua/holodilniki/viomi-internet-483l-bcd-483wmsd.html,570202,"Інтернет магазин,Холодильники,Холодильники Xiaomi",False,16999,,allo,
2022-01-04T15:41:57.520209,Зубна щітка Xiaomi Soocare Soocas X3 Pink,https://allo.ua/ua/jelektricheskie-zubnye-schetki/xiaomi-soocare-soocas-x3-pink.html,473884,"Інтернет магазин,Електричні зубні щітки,Електричні зубні щітки Xiaomi",False,,,allo,
2022-01-04T15:42:04.786561,Блендер Deerma DEM-NU05,https://allo.ua/ua/products/blendery/deerma-dem-nu05.html,671973,"Інтернет магазин,Блендери,Блендери Xiaomi",False,,,allo,
2022-01-04T15:42:11.725817,Електрочайник O’Cooker Electric Kettle White (CSSH01),https://allo.ua/ua/elektrochajniki/o-cooker-electric-kettle-white-cssh01.html,644876,"Інтернет магазин,Електрочайники,Електрочайники Xiaomi",False,1499,,allo,
2022-01-04T15:42:18.505216,Осушувач повітря Lexiu WS1,https://allo.ua/ua/osushiteli-vozduha/xiaomi-deerma-dem-cs10m_1.html,643715,"Інтернет магазин,Осушувачі повітря,Осушувачі повітря Xiaomi",False,,,allo,
2022-01-04T15:42:25.016035,Холодильник Xiaomi Mijia BCD-210WMSDMJ01,https://allo.ua/ua/holodilniki/mijia-bcd-210wmsdmj01.html,650564,"Інтернет магазин,Холодильники,Холодильники Xiaomi",False,10999,,allo,
2022-01-04T15:42:31.486203,основна щітка для пилососа-робота MiJia Main brush for MiJia Robot Vacuum Cleaner,https://allo.ua/ua/aksessuary-k-robotam-pylesosam/xiaomi-mi-robot_1.html,267347,"Інтернет магазин,Аксесуари до роботів-пилососів,Аксесуари до роботів-пилососів Xiaomi",False,249,,allo,
2022-01-04T15:42:37.958554,Машинка для видалення катишків Xiaomi Mijia Hairball trimmer,https://allo.ua/ua/mashinki-dlja-strizhki-katyshkov/mijia-hairball-trimmer.html,727779,"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Xiaomi",False,,,allo,
2022-01-04T15:42:44.740061,Очищувач повітря Mi Air Purifier 2s,https://allo.ua/ua/ochistiteli-vozduha/ochistitel-vozduha-mi-air-purifier-2s.html,432678,"Інтернет магазин,Очищувачі повітря,Очищувачі повітря Xiaomi",False,,,allo,
2022-01-04T15:42:51.458067,Холодильник Xiaomi Mijia BCD-215MDMJ05,https://allo.ua/ua/holodilniki/mijia-bcd-215mdmj05.html,703029,"Інтернет магазин,Холодильники,Холодильники Xiaomi",False,9499,,allo,
2022-01-04T15:42:58.009732,Зволожувач повітря Deerma DEM-SJS600,https://allo.ua/ua/uvlazhniteli-vozduha/deerma-humidifier-white-dem-sjs600.html,633252,"Інтернет магазин,Зволожувачі повітря,Зволожувачі повітря Xiaomi",False,1399,,allo,
2022-01-04T15:43:04.706214,Електрочайник O’Cooker Electric Kettle Green (CSSH01),https://allo.ua/ua/elektrochajniki/o-cooker-electric-kettle-green-cssh01.html,644875,"Інтернет магазин,Електрочайники,Електрочайники Xiaomi",False,1499,,allo,
2022-01-04T15:43:11.943223,Xiaomi Mi Water Filter Pitcher Cartridge,https://allo.ua/ua/kartridzhi-dlja-vody/xiaomi-mi-water-filter-pitcher-cartridge.html,449654,"Інтернет магазин,Картриджі для фільтрів,Картриджі для фільтрів Xiaomi",False,699,,allo,
2022-01-04T15:43:19.462673,"Женские наручные часы Womage 1, Коричневый",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-womage-1-korichnevyj_2.html,1460222963-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:43:26.731034,"Наручные часы, Полностью черный, Унисекс Полностью Черный",https://allo.ua/ru/naruchnye-chasy/naruchnye-chasy-polnost-ju-chernyj-uniseks-polnost-ju-chernyj_2.html,1460223010-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:43:34.062245,"Женские наручные часы Womage 1, Фиолетовый",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-womage-1-fioletovyj_2.html,1460222966-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:43:41.419898,"Наручные часы 13 1, Унисекс",https://allo.ua/ru/naruchnye-chasy/naruchnye-chasy-13-1-uniseks_2.html,1460222950-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:43:48.869245,"Женские наручные часы Womage 1, Белый",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-womage-1-belyj_2.html,1460222962-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:43:56.670267,"Силиконовые наручные часы, Унисекс",https://allo.ua/ru/naruchnye-chasy/silikonovye-naruchnye-chasy-uniseks_2.html,1460221743-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,150,350,KEPA,
2022-01-04T15:44:04.684231,"Наручные часы 13 и 14, 1 Унисекс 14",https://allo.ua/ru/naruchnye-chasy/naruchnye-chasy-13-i-14-1-uniseks-14_2.html,1460221939-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:44:12.782549,"Женские цветные наручные часы Geneva, Розовый",https://allo.ua/ru/naruchnye-chasy/zhenskie-cvetnye-naruchnye-chasy-geneva-rozovyj_2.html,1460221931-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,150,350,KEPA,
2022-01-04T15:44:20.786036,"Женские наручные часы Womage, Оранжевый",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-womage-oranzhevyj_4.html,1460221955-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:44:28.420055,"Наручные часы 2, Унисекс",https://allo.ua/ru/naruchnye-chasy/naruchnye-chasy-2-uniseks_4.html,1460222927-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:44:36.241060,"Женские наручные часы Womage, Белый",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-womage-belyj_4.html,1460221949-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:44:43.822711,"Силиконовые наручные часы, Красный, Унисекс",https://allo.ua/ru/naruchnye-chasy/silikonovye-naruchnye-chasy-krasnyj-uniseks.html,713623832-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,150,350,KEPA,
2022-01-04T15:44:51.105170,"Наручные часы 13, Унисекс",https://allo.ua/ru/naruchnye-chasy/naruchnye-chasy-13-uniseks.html,908616993-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:44:58.566733,"Наручные часы 13 и 14, 1 Унисекс",https://allo.ua/ru/naruchnye-chasy/naruchnye-chasy-13-i-14-1-uniseks.html,713708259-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:45:06.507213,"Наручные часы, Полностью черный, Унисекс",https://allo.ua/ru/naruchnye-chasy/naruchnye-chasy-polnost-ju-chernyj-uniseks.html,840466750-2054,"Интернет магазин,Наручные часы,Наручные часы NN",True,190,390,KEPA,
2022-01-04T15:45:13.902226,"Женские наручные часы Womage 1, Фиолетовый",https://allo.ua/ru/naruchnye-chasy/zhenskie-naruchnye-chasy-womage-1-fioletovyj.html,872141480-2054,"Интернет магазин,Наручные часы,Наручные часы Womage",True,190,390,KEPA,
2022-01-04T15:45:20.808214,Вентилятор SmartMi Standing Fan 3,https://allo.ua/ua/ventiljatory/smartmi-standing-fan-3.html,658484,"Інтернет магазин,Вентилятори,Вентилятори Xiaomi",False,,,allo,
2022-01-04T15:45:27.261994,Фен Jimmy F6 (Red),https://allo.ua/ua/feny/xiaomi-jimmy-f6-red_1-2334259.html,635242,"Інтернет магазин,Фени,Фени Xiaomi",False,,,allo,
2022-01-04T15:45:33.825253,Поглинач запаху Viomi VF1-CB,https://allo.ua/ua/aksessuary-dlja-holodil-nikov/poglotitel-zapaha-viomi-vf1-cb.html,529182,"Інтернет магазин,Аксесуари до холодильників,Аксесуари до холодильників Xiaomi",False,,,allo,
2022-01-04T15:45:40.313107,Ароматизатор повітря Happy Life Aromatherapy White HLEOD01,https://allo.ua/ua/uvlazhniteli-vozduha/aromatizator-vozduha-happy-life-aromatherapy-white-hleod01.html,883494,"Інтернет магазин,Зволожувачі повітря,Зволожувачі повітря Xiaomi",False,,,allo,
2022-01-04T15:45:46.805333,Водонагрівач Viomi 50L (VEW502),https://allo.ua/ua/products/vodonagrevateli/viomi-50l-vew502.html,570206,"Інтернет магазин,Бойлери,Бойлери Xiaomi",False,,,allo,
2022-01-04T15:45:53.260191,Вентилятор Xiaomi ZhiMi DC Electric Fan White,https://allo.ua/ua/ventiljatory/xiaomi-zhimi-dc-electric-fan-white.html,267349,"Інтернет магазин,Вентилятори,Вентилятори Xiaomi",False,,,allo,
2022-01-04T15:45:59.796545,Фільтр для Mi Vacuum Cleaner mini HEPA Filter (2-Pack),https://allo.ua/ua/aksessuary-k-pylesosam/fil-tr-dlja-mi-vacuum-cleaner-mini-hepa-filter-2-pack.html,842445,"Інтернет магазин,Аксесуари до пилососів,Аксесуари до пилососів Xiaomi",False,,,allo,
2022-01-04T15:46:06.221700,Deerma White DEM MQ811,https://allo.ua/ua/mashinki-dlja-strizhki-katyshkov/deerma-white-dem-mq811_1.html,601024,"Інтернет магазин,Машинки для стрижки катишків,Машинки для стрижки катишків Xiaomi",False,699,,allo,
2022-01-04T15:46:13.512219,Кавоварка Scishare S1201 без капсул,https://allo.ua/ua/products/kofevarki/scishare-s1201-bez-kapsul.html,751406,"Інтернет магазин,Кавоварки,Кавоварки Xiaomi",False,,,allo,
2022-01-04T15:46:20.247787,Soocas General Toothbrush Head Pink (2шт),https://allo.ua/ua/nasadki-dlja-zubnyh-schetok-i-irrigatorov/xiaomi-soocas-general-toothbrush-head-pink-2sht.html,480479,"Інтернет магазин,Насадки для зубних щіток і іригаторів,Насадки для зубних щіток і іригаторів Xiaomi",False,,,allo,
2022-01-04T15:46:26.758213,Електрочайник Deerma DEM-SC006,https://allo.ua/ua/elektrochajniki/deerma-dem-sc006.html,674987,"Інтернет магазин,Електрочайники,Електрочайники Xiaomi",False,,,allo,
